"recv_rec","R. Doubs","WR","GB","BUF","2022-10-31T00:20:00Z","4.5","over","128","undefined","null","null","under","-175","undefined","null","null"
"recv_yd","R. Doubs","WR","GB","BUF","2022-10-31T00:20:00Z","41.5","over","-107","undefined","null","null","under","-127","undefined","null","null"
"recv_rec","S. Watkins","WR","GB","BUF","2022-10-31T00:20:00Z","3.5","over","-155","undefined","null","null","under","118","undefined","null","null"
"recv_yd","S. Watkins","WR","GB","BUF","2022-10-31T00:20:00Z","40.5","over","-115","undefined","null","null","under","-117","undefined","null","null"
"propType","player","position","team","opponent","start","line","sideOneType","sideOneOdds","sideOneValue","sideOneCash","sideOneTickets","sideTwoType","sideTwoOdds","sideTwoValue","sideTwoCash","sideTwoTickets"
"recv_rec","H. Hurst","TE","CIN","CLV","2022-11-01T00:15:00Z","3.5","over","-154","undefined","null","null","under","115","undefined","null","null"
"recv_yd","H. Hurst","TE","CIN","CLV","2022-11-01T00:15:00Z","38.5","over","-116","undefined","null","null","under","-116","undefined","null","null"
"pass_att","J. Burrow","QB","CIN","CLV","2022-11-01T00:15:00Z","34.5","over","-108","undefined","null","null","under","-124","undefined","null","null"
"pass_comp","J. Burrow","QB","CIN","CLV","2022-11-01T00:15:00Z","23.5","over","101","undefined","null","null","under","-136","undefined","null","null"
"pass_int","J. Burrow","QB","CIN","CLV","2022-11-01T00:15:00Z","0.5","over","122","undefined","null","null","under","-165","undefined","null","null"
"pass_td","J. Burrow","QB","CIN","CLV","2022-11-01T00:15:00Z","1.5","over","-157","undefined","null","null","under","118","undefined","null","null"
"pass_yd","J. Burrow","QB","CIN","CLV","2022-11-01T00:15:00Z","266.5","over","-113","-0.05284347229389663","null","null","under","-124","-0.031312074910714305","null","null"
"rush_yd","J. Burrow","QB","CIN","CLV","2022-11-01T00:15:00Z","16.5","over","-107","undefined","null","null","under","-123","undefined","null","null"
"recv_rec","J. Mixon","RB","CIN","CLV","2022-11-01T00:15:00Z","3.5","over","105","undefined","null","null","under","-140","undefined","null","null"
"recv_yd","J. Mixon","RB","CIN","CLV","2022-11-01T00:15:00Z","23.5","over","-116","undefined","null","null","under","-117","undefined","null","null"
"rush_att","J. Mixon","RB","CIN","CLV","2022-11-01T00:15:00Z","17.5","over","-131","undefined","null","null","under","-101","undefined","null","null"
"rush_recv_yd","J. Mixon","RB","CIN","CLV","2022-11-01T00:15:00Z","94.5","over","-118","undefined","null","null","under","-116","undefined","null","null"
"rush_yd","J. Mixon","RB","CIN","CLV","2022-11-01T00:15:00Z","68.5","over","-107","undefined","null","null","under","-125","undefined","null","null"
"recv_rec","M. Thomas","WR","CIN","CLV","2022-11-01T00:15:00Z","2.5","over","119","undefined","null","null","under","-159","undefined","null","null"
"recv_yd","M. Thomas","WR","CIN","CLV","2022-11-01T00:15:00Z","24.5","over","-117","undefined","null","null","under","-117","undefined","null","null"
"recv_rec","S. Perine","RB","CIN","CLV","2022-11-01T00:15:00Z","1.5","over","-128","undefined","null","null","under","-106","undefined","null","null"
"recv_yd","S. Perine","RB","CIN","CLV","2022-11-01T00:15:00Z","10.5","over","-114","undefined","null","null","under","-116","undefined","null","null"
"rush_recv_yd","S. Perine","RB","CIN","CLV","2022-11-01T00:15:00Z","23.5","over","-121","undefined","null","null","under","-111","undefined","null","null"
"rush_yd","S. Perine","RB","CIN","CLV","2022-11-01T00:15:00Z","9.5","over","-125","undefined","null","null","under","-105","undefined","null","null"
"recv_rec","T. Higgins","WR","CIN","CLV","2022-11-01T00:15:00Z","5.5","over","-120","undefined","null","null","under","-113","undefined","null","null"
"recv_yd","T. Higgins","WR","CIN","CLV","2022-11-01T00:15:00Z","76.5","over","-125","undefined","null","null","under","-108","undefined","null","null"
"recv_rec","T. Boyd","WR","CIN","CLV","2022-11-01T00:15:00Z","4.5","over","-155","undefined","null","null","under","112","undefined","null","null"
"recv_yd","T. Boyd","WR","CIN","CLV","2022-11-01T00:15:00Z","60.5","over","-113","undefined","null","null","under","-118","undefined","null","null"
"recv_rec","A. Cooper","WR","CLV","CIN","2022-11-01T00:15:00Z","4.5","over","-108","undefined","null","null","under","-123","undefined","null","null"
"recv_yd","A. Cooper","WR","CLV","CIN","2022-11-01T00:15:00Z","53.5","over","-116","undefined","null","null","under","-116","undefined","null","null"
"recv_yd","D. Bell","WR","CLV","CIN","2022-11-01T00:15:00Z","15.5","over","-115","undefined","null","null","under","-117","undefined","null","null"
"recv_rec","D. Peoples-Jones","WR","CLV","CIN","2022-11-01T00:15:00Z","3.5","over","-115","undefined","null","null","under","-115","undefined","null","null"
"recv_yd","D. Peoples-Jones","WR","CLV","CIN","2022-11-01T00:15:00Z","43.5","over","-123","undefined","null","null","under","-109","undefined","null","null"
"pass_att","J. Brissett","QB","CLV","CIN","2022-11-01T00:15:00Z","30.5","over","-120","undefined","null","null","under","-111","undefined","null","null"
"pass_comp","J. Brissett","QB","CLV","CIN","2022-11-01T00:15:00Z","19.5","over","-113","undefined","null","null","under","-118","undefined","null","null"
"pass_int","J. Brissett","QB","CLV","CIN","2022-11-01T00:15:00Z","0.5","over","-116","undefined","null","null","under","-116","undefined","null","null"
"pass_td","J. Brissett","QB","CLV","CIN","2022-11-01T00:15:00Z","1.5","over","163","undefined","null","null","under","-224","undefined","null","null"
"pass_yd","J. Brissett","QB","CLV","CIN","2022-11-01T00:15:00Z","220.5","over","-113","-0.0036591549295778014","null","null","under","-119","-0.07033972602739696","null","null"
"rush_yd","J. Brissett","QB","CLV","CIN","2022-11-01T00:15:00Z","12.5","over","-121","undefined","null","null","under","-112","undefined","null","null"
"recv_rec","K. Hunt","RB","CLV","CIN","2022-11-01T00:15:00Z","1.5","over","-163","undefined","null","null","under","122","undefined","null","null"
"recv_yd","K. Hunt","RB","CLV","CIN","2022-11-01T00:15:00Z","12.5","over","-117","undefined","null","null","under","-115","undefined","null","null"
"rush_att","K. Hunt","RB","CLV","CIN","2022-11-01T00:15:00Z","9.5","over","106","undefined","null","null","under","-144","undefined","null","null"
"rush_recv_yd","K. Hunt","RB","CLV","CIN","2022-11-01T00:15:00Z","51.5","over","-103","undefined","null","null","under","-130","undefined","null","null"
"rush_yd","K. Hunt","RB","CLV","CIN","2022-11-01T00:15:00Z","35.5","over","108","undefined","null","null","under","-148","undefined","null","null"
"recv_yd","N. Chubb","RB","CLV","CIN","2022-11-01T00:15:00Z","7.5","over","-112","undefined","null","null","under","-115","undefined","null","null"
"rush_recv_yd","N. Chubb","RB","CLV","CIN","2022-11-01T00:15:00Z","93","over","-117","undefined","null","null","under","-112","undefined","null","null"
"rush_yd","N. Chubb","RB","CLV","CIN","2022-11-01T00:15:00Z","83.5","over","-125","undefined","null","null","under","-108","undefined","null","null"
